2.3871 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
16.9895 	EXP 	window1: mouseVisible = True
16.9897 	EXP 	window1: mouseVisible = False
16.9897 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
16.9942 	EXP 	window1: mouseVisible = True
16.9943 	EXP 	window1: mouseVisible = False
16.9943 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
16.9992 	EXP 	window1: mouseVisible = True
16.9993 	EXP 	window1: mouseVisible = False
16.9993 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
17.0041 	EXP 	window1: mouseVisible = True
17.0042 	EXP 	window1: mouseVisible = False
17.0042 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
17.0095 	EXP 	window1: mouseVisible = True
17.0097 	EXP 	window1: mouseVisible = False
17.0097 	WARNING 	joystick_0: Using keyboard emulation 'ctrl' + 'Alt' + digit.
17.0125 	EXP 	Created cross2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-14.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cross2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
17.0310 	EXP 	Created feedback_string = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedback_string', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='This is the feedback routine', units='height', win=Window(...), wrapWidth=1)
17.0313 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
17.0316 	EXP 	New trial (rep=0, index=0): None
17.0318 	EXP 	Created sequence: sequential, trialTypes=1, nReps=10, seed=None
17.0320 	EXP 	New trial (rep=0, index=0): None
17.0323 	DATA 	Left hand cued
17.4450 	EXP 	new_trial_text: autoDraw = True
17.4451 	DATA 	Left hand cued
17.4506 	DATA 	Left hand cued
17.4650 	DATA 	Left hand cued
17.4809 	DATA 	Left hand cued
17.4975 	DATA 	Left hand cued
17.5102 	DATA 	Left hand cued
17.5302 	EXP 	new_trial_text: autoDraw = False
17.5303 	DATA 	Left hand cued
17.5476 	DATA 	Left hand cued
17.5642 	DATA 	Left hand cued
17.5808 	DATA 	Left hand cued
17.5970 	DATA 	Left hand cued
17.6134 	DATA 	Left hand cued
17.6302 	DATA 	Left hand cued
17.6482 	DATA 	Left hand cued
17.6643 	DATA 	Left hand cued
17.6802 	DATA 	Left hand cued
17.6969 	DATA 	Left hand cued
17.7143 	DATA 	Left hand cued
17.7316 	DATA 	Left hand cued
17.7476 	DATA 	Left hand cued
17.7635 	DATA 	Left hand cued
17.7809 	DATA 	Left hand cued
17.7982 	DATA 	Left hand cued
17.8135 	DATA 	Left hand cued
17.8269 	DATA 	Left hand cued
17.8533 	DATA 	Left hand cued
17.8611 	DATA 	Left hand cued
17.8801 	DATA 	Left hand cued
17.8967 	DATA 	Left hand cued
17.9141 	DATA 	Left hand cued
17.9266 	DATA 	Left hand cued
17.9466 	DATA 	Left hand cued
17.9602 	DATA 	Left hand cued
17.9800 	DATA 	Left hand cued
17.9935 	DATA 	Left hand cued
18.0136 	DATA 	Left hand cued
18.0267 	EXP 	cross: autoDraw = True
18.0269 	DATA 	Left hand cued
18.0465 	DATA 	Left hand cued
18.0601 	DATA 	Left hand cued
18.0801 	DATA 	Left hand cued
18.0930 	DATA 	Left hand cued
18.1137 	DATA 	Left hand cued
18.1269 	DATA 	Left hand cued
18.1467 	DATA 	Left hand cued
18.1602 	DATA 	Left hand cued
18.1801 	DATA 	Left hand cued
18.1931 	DATA 	Left hand cued
18.2135 	DATA 	Left hand cued
18.2269 	DATA 	Left hand cued
18.2466 	DATA 	Left hand cued
18.2603 	DATA 	Left hand cued
18.2800 	DATA 	Left hand cued
18.2934 	DATA 	Left hand cued
18.3134 	DATA 	Left hand cued
18.3308 	DATA 	Left hand cued
18.3464 	DATA 	Left hand cued
18.3602 	DATA 	Left hand cued
18.3800 	DATA 	Left hand cued
18.3933 	DATA 	Left hand cued
18.4134 	DATA 	Left hand cued
18.4269 	DATA 	Left hand cued
18.4464 	DATA 	Left hand cued
18.4596 	DATA 	Left hand cued
18.4799 	DATA 	Left hand cued
18.4930 	DATA 	Left hand cued
18.5136 	DATA 	Left hand cued
18.5268 	DATA 	Left hand cued
18.5469 	DATA 	Left hand cued
18.5602 	DATA 	Left hand cued
18.5798 	DATA 	Left hand cued
18.5932 	DATA 	Left hand cued
18.6135 	DATA 	Left hand cued
18.6266 	DATA 	Left hand cued
18.6467 	DATA 	Left hand cued
18.6601 	DATA 	Left hand cued
18.6799 	DATA 	Left hand cued
18.6931 	DATA 	Left hand cued
18.7136 	DATA 	Left hand cued
18.7269 	DATA 	Left hand cued
18.7468 	DATA 	Left hand cued
18.7600 	DATA 	Left hand cued
18.7803 	DATA 	Left hand cued
18.7935 	DATA 	Left hand cued
18.8134 	DATA 	Left hand cued
18.8269 	DATA 	Left hand cued
18.8468 	DATA 	Left hand cued
18.8602 	DATA 	Left hand cued
18.8801 	DATA 	Left hand cued
18.8935 	DATA 	Left hand cued
18.9136 	DATA 	Left hand cued
18.9269 	DATA 	Left hand cued
18.9466 	DATA 	Left hand cued
18.9603 	DATA 	Left hand cued
18.9804 	DATA 	Left hand cued
18.9931 	DATA 	Left hand cued
19.0133 	DATA 	Left hand cued
19.0264 	DATA 	Left hand cued
19.0469 	DATA 	Left hand cued
19.0632 	DATA 	Left hand cued
19.0769 	DATA 	Left hand cued
19.0968 	DATA 	Left hand cued
19.1101 	DATA 	Left hand cued
19.1300 	DATA 	Left hand cued
19.1435 	DATA 	Left hand cued
19.1636 	DATA 	Left hand cued
19.1769 	DATA 	Left hand cued
19.1968 	DATA 	Left hand cued
19.2098 	DATA 	Left hand cued
19.2276 	DATA 	Left hand cued
19.2441 	DATA 	Left hand cued
19.2639 	DATA 	Left hand cued
19.2770 	DATA 	Left hand cued
19.2971 	DATA 	Left hand cued
19.3104 	DATA 	Left hand cued
19.3305 	DATA 	Left hand cued
19.3437 	DATA 	Left hand cued
19.3603 	DATA 	Left hand cued
19.3770 	DATA 	Left hand cued
19.3976 	DATA 	Left hand cued
19.4102 	DATA 	Left hand cued
19.4302 	DATA 	Left hand cued
19.4436 	DATA 	Left hand cued
19.4602 	DATA 	Left hand cued
19.4770 	DATA 	Left hand cued
19.4969 	DATA 	Left hand cued
19.5103 	DATA 	Left hand cued
19.5269 	DATA 	Left hand cued
19.5437 	DATA 	Left hand cued
19.5637 	DATA 	Left hand cued
19.5769 	DATA 	Left hand cued
19.5937 	DATA 	Left hand cued
19.6108 	DATA 	Left hand cued
19.6269 	DATA 	Left hand cued
19.6433 	DATA 	Left hand cued
19.6635 	DATA 	Left hand cued
19.6769 	DATA 	Left hand cued
19.6937 	DATA 	Left hand cued
19.7102 	DATA 	Left hand cued
19.7267 	DATA 	Left hand cued
19.7469 	DATA 	Left hand cued
19.7603 	DATA 	Left hand cued
19.7769 	DATA 	Left hand cued
19.7971 	DATA 	Left hand cued
19.8103 	DATA 	Left hand cued
19.8270 	DATA 	Left hand cued
19.8477 	DATA 	Left hand cued
19.8602 	DATA 	Left hand cued
19.8769 	DATA 	Left hand cued
19.8971 	DATA 	Left hand cued
19.9103 	DATA 	Left hand cued
19.9303 	DATA 	Left hand cued
19.9436 	DATA 	Left hand cued
19.9601 	DATA 	Left hand cued
19.9801 	DATA 	Left hand cued
19.9935 	DATA 	Left hand cued
20.0136 	DATA 	Left hand cued
20.0265 	EXP 	cross: autoDraw = False
20.0266 	DATA 	Left hand cued
20.0470 	DATA 	Left hand cued
20.0604 	DATA 	Left hand cued
20.0806 	DATA 	Left hand cued
20.0933 	DATA 	Left hand cued
20.1136 	DATA 	Left hand cued
20.1269 	DATA 	Left hand cued
20.1470 	DATA 	Left hand cued
20.1603 	DATA 	Left hand cued
20.1802 	DATA 	Left hand cued
20.1936 	DATA 	Left hand cued
20.2132 	DATA 	Left hand cued
20.2269 	DATA 	Left hand cued
20.2468 	DATA 	Left hand cued
20.2603 	DATA 	Left hand cued
20.2801 	DATA 	Left hand cued
20.2935 	DATA 	Left hand cued
20.3132 	DATA 	Left hand cued
20.3268 	DATA 	Left hand cued
20.3466 	DATA 	Left hand cued
20.3602 	DATA 	Left hand cued
20.3803 	DATA 	Left hand cued
20.3937 	DATA 	Left hand cued
20.4136 	DATA 	Left hand cued
20.4266 	DATA 	Left hand cued
20.4468 	DATA 	Left hand cued
20.4601 	DATA 	Left hand cued
20.4804 	DATA 	Left hand cued
20.4936 	DATA 	Left hand cued
20.5139 	DATA 	Left hand cued
20.5267 	DATA 	Left hand cued
20.5469 	DATA 	Left hand cued
20.5602 	DATA 	Left hand cued
20.5804 	DATA 	Left hand cued
20.5937 	DATA 	Left hand cued
20.6136 	DATA 	Left hand cued
20.6270 	DATA 	Left hand cued
20.6469 	DATA 	Left hand cued
20.6603 	DATA 	Left hand cued
20.6804 	DATA 	Left hand cued
20.6936 	DATA 	Left hand cued
20.7137 	DATA 	Left hand cued
20.7270 	DATA 	Left hand cued
20.7471 	DATA 	Left hand cued
20.7602 	DATA 	Left hand cued
20.7800 	DATA 	Left hand cued
20.7936 	DATA 	Left hand cued
20.8136 	DATA 	Left hand cued
20.8270 	DATA 	Left hand cued
20.8471 	DATA 	Left hand cued
20.8603 	DATA 	Left hand cued
20.8803 	DATA 	Left hand cued
20.8932 	DATA 	Left hand cued
20.9136 	DATA 	Left hand cued
20.9270 	DATA 	Left hand cued
20.9471 	DATA 	Left hand cued
20.9603 	DATA 	Left hand cued
20.9805 	DATA 	Left hand cued
20.9936 	DATA 	Left hand cued
21.0137 	DATA 	Left hand cued
21.0265 	EXP 	cue_left: autoDraw = True
21.0266 	DATA 	Left hand cued
21.0471 	DATA 	Left hand cued
21.0600 	DATA 	Left hand cued
21.0802 	DATA 	Left hand cued
21.0932 	DATA 	Left hand cued
21.1132 	DATA 	Left hand cued
21.1264 	DATA 	Left hand cued
21.1467 	DATA 	Left hand cued
21.1597 	DATA 	Left hand cued
21.1801 	DATA 	Left hand cued
21.1936 	DATA 	Left hand cued
21.2135 	DATA 	Left hand cued
21.2269 	DATA 	Left hand cued
21.2467 	DATA 	Left hand cued
21.2603 	DATA 	Left hand cued
21.2800 	DATA 	Left hand cued
21.2932 	DATA 	Left hand cued
21.3135 	DATA 	Left hand cued
21.3269 	DATA 	Left hand cued
21.3465 	DATA 	Left hand cued
21.3597 	DATA 	Left hand cued
21.3802 	DATA 	Left hand cued
21.3931 	DATA 	Left hand cued
21.4135 	DATA 	Left hand cued
21.4270 	DATA 	Left hand cued
21.4466 	DATA 	Left hand cued
21.4601 	DATA 	Left hand cued
21.4802 	DATA 	Left hand cued
21.4932 	DATA 	Left hand cued
21.5112 	DATA 	Left hand cued
21.5276 	DATA 	Left hand cued
21.5472 	DATA 	Left hand cued
21.5604 	DATA 	Left hand cued
21.5769 	DATA 	Left hand cued
21.5968 	DATA 	Left hand cued
21.6099 	DATA 	Left hand cued
21.6302 	DATA 	Left hand cued
21.6468 	DATA 	Left hand cued
21.6633 	DATA 	Left hand cued
21.6768 	DATA 	Left hand cued
21.6969 	DATA 	Left hand cued
21.7103 	DATA 	Left hand cued
21.7302 	DATA 	Left hand cued
21.7437 	DATA 	Left hand cued
21.7635 	DATA 	Left hand cued
21.7769 	DATA 	Left hand cued
21.7969 	DATA 	Left hand cued
21.8103 	DATA 	Left hand cued
21.8302 	DATA 	Left hand cued
21.8436 	DATA 	Left hand cued
21.8638 	DATA 	Left hand cued
21.8770 	DATA 	Left hand cued
21.8968 	DATA 	Left hand cued
21.9103 	DATA 	Left hand cued
21.9303 	DATA 	Left hand cued
21.9430 	DATA 	Left hand cued
21.9635 	DATA 	Left hand cued
21.9764 	DATA 	Left hand cued
21.9966 	DATA 	Left hand cued
22.0098 	DATA 	Left hand cued
22.0302 	DATA 	Left hand cued
22.0431 	DATA 	Left hand cued
22.0635 	DATA 	Left hand cued
22.0772 	DATA 	Left hand cued
22.0966 	DATA 	Left hand cued
22.1103 	DATA 	Left hand cued
22.1301 	DATA 	Left hand cued
22.1433 	DATA 	Left hand cued
22.1635 	DATA 	Left hand cued
22.1769 	DATA 	Left hand cued
22.1965 	DATA 	Left hand cued
22.2100 	DATA 	Left hand cued
22.2299 	DATA 	Left hand cued
22.2437 	DATA 	Left hand cued
22.2636 	DATA 	Left hand cued
22.2769 	DATA 	Left hand cued
22.2967 	DATA 	Left hand cued
22.3132 	DATA 	Left hand cued
22.3269 	DATA 	Left hand cued
22.3467 	DATA 	Left hand cued
22.3603 	DATA 	Left hand cued
22.3801 	DATA 	Left hand cued
22.3936 	DATA 	Left hand cued
22.4134 	DATA 	Left hand cued
22.4270 	DATA 	Left hand cued
22.4469 	DATA 	Left hand cued
22.4596 	DATA 	Left hand cued
22.4803 	DATA 	Left hand cued
22.4937 	DATA 	Left hand cued
22.5134 	DATA 	Left hand cued
22.5270 	DATA 	Left hand cued
22.5465 	DATA 	Left hand cued
22.5602 	DATA 	Left hand cued
22.5800 	DATA 	Left hand cued
22.5931 	DATA 	Left hand cued
22.6136 	DATA 	Left hand cued
22.6270 	DATA 	Left hand cued
22.6467 	DATA 	Left hand cued
22.6598 	DATA 	Left hand cued
22.6798 	DATA 	Left hand cued
22.6936 	DATA 	Left hand cued
22.7136 	DATA 	Left hand cued
22.7269 	DATA 	Left hand cued
22.7468 	DATA 	Left hand cued
22.7604 	DATA 	Left hand cued
22.7802 	DATA 	Left hand cued
22.7936 	DATA 	Left hand cued
22.8134 	DATA 	Left hand cued
22.8267 	DATA 	Left hand cued
22.8470 	DATA 	Left hand cued
22.8600 	DATA 	Left hand cued
22.8799 	DATA 	Left hand cued
22.8935 	DATA 	Left hand cued
22.9134 	DATA 	Left hand cued
22.9269 	DATA 	Left hand cued
22.9468 	DATA 	Left hand cued
22.9604 	DATA 	Left hand cued
22.9804 	DATA 	Left hand cued
22.9936 	DATA 	Left hand cued
23.0133 	DATA 	Left hand cued
23.0268 	EXP 	cue_left: autoDraw = False
23.0268 	EXP 	cross2: autoDraw = True
23.0270 	DATA 	Left hand cued
23.0469 	DATA 	Left hand cued
23.0598 	DATA 	Left hand cued
23.0803 	DATA 	Left hand cued
23.0937 	DATA 	Left hand cued
23.1134 	DATA 	Left hand cued
23.1265 	DATA 	Left hand cued
23.1465 	DATA 	Left hand cued
23.1633 	DATA 	Left hand cued
23.1770 	DATA 	Left hand cued
23.1969 	DATA 	Left hand cued
23.2101 	DATA 	Left hand cued
23.2301 	DATA 	Left hand cued
23.2436 	DATA 	Left hand cued
23.2637 	DATA 	Left hand cued
23.2770 	DATA 	Left hand cued
23.2966 	DATA 	Left hand cued
23.3101 	DATA 	Left hand cued
23.3301 	DATA 	Left hand cued
23.3430 	DATA 	Left hand cued
23.3637 	DATA 	Left hand cued
23.3771 	DATA 	Left hand cued
23.3968 	DATA 	Left hand cued
23.4104 	DATA 	Left hand cued
23.4307 	DATA 	Left hand cued
23.4433 	DATA 	Left hand cued
23.4635 	DATA 	Left hand cued
23.4769 	DATA 	Left hand cued
23.4966 	DATA 	Left hand cued
23.5101 	DATA 	Left hand cued
23.5304 	DATA 	Left hand cued
23.5437 	DATA 	Left hand cued
23.5634 	DATA 	Left hand cued
23.5765 	DATA 	Left hand cued
23.5967 	DATA 	Left hand cued
23.6103 	DATA 	Left hand cued
23.6302 	DATA 	Left hand cued
23.6436 	DATA 	Left hand cued
23.6636 	DATA 	Left hand cued
23.6770 	DATA 	Left hand cued
23.6969 	DATA 	Left hand cued
23.7099 	DATA 	Left hand cued
23.7303 	DATA 	Left hand cued
23.7434 	DATA 	Left hand cued
23.7636 	DATA 	Left hand cued
23.7770 	DATA 	Left hand cued
23.7967 	DATA 	Left hand cued
23.8099 	DATA 	Left hand cued
23.8302 	DATA 	Left hand cued
23.8437 	DATA 	Left hand cued
23.8634 	DATA 	Left hand cued
23.8770 	DATA 	Left hand cued
23.8972 	DATA 	Left hand cued
23.9103 	DATA 	Left hand cued
23.9303 	DATA 	Left hand cued
23.9436 	DATA 	Left hand cued
23.9636 	DATA 	Left hand cued
23.9770 	DATA 	Left hand cued
23.9967 	DATA 	Left hand cued
24.0103 	DATA 	Left hand cued
24.0302 	DATA 	Left hand cued
24.0434 	DATA 	Left hand cued
24.0636 	DATA 	Left hand cued
24.0769 	DATA 	Left hand cued
24.0969 	DATA 	Left hand cued
24.1100 	DATA 	Left hand cued
24.1302 	DATA 	Left hand cued
24.1437 	DATA 	Left hand cued
24.1634 	DATA 	Left hand cued
24.1769 	DATA 	Left hand cued
24.1968 	DATA 	Left hand cued
24.2104 	DATA 	Left hand cued
24.2302 	DATA 	Left hand cued
24.2432 	DATA 	Left hand cued
24.2635 	DATA 	Left hand cued
24.2769 	DATA 	Left hand cued
24.2969 	DATA 	Left hand cued
24.3101 	DATA 	Left hand cued
24.3302 	DATA 	Left hand cued
24.3436 	DATA 	Left hand cued
24.3637 	DATA 	Left hand cued
24.3770 	DATA 	Left hand cued
24.3965 	DATA 	Left hand cued
24.4102 	DATA 	Left hand cued
24.4300 	DATA 	Left hand cued
24.4431 	DATA 	Left hand cued
24.4637 	DATA 	Left hand cued
24.4770 	DATA 	Left hand cued
24.4969 	DATA 	Left hand cued
24.5105 	DATA 	Left hand cued
24.5302 	DATA 	Left hand cued
24.5466 	DATA 	Left hand cued
24.5602 	DATA 	Left hand cued
24.5801 	DATA 	Left hand cued
24.5937 	DATA 	Left hand cued
24.6136 	DATA 	Left hand cued
24.6270 	DATA 	Left hand cued
24.6465 	DATA 	Left hand cued
24.6603 	DATA 	Left hand cued
24.6801 	DATA 	Left hand cued
24.6931 	DATA 	Left hand cued
24.7137 	DATA 	Left hand cued
24.7270 	DATA 	Left hand cued
24.7468 	DATA 	Left hand cued
24.7599 	DATA 	Left hand cued
24.7801 	DATA 	Left hand cued
24.7935 	DATA 	Left hand cued
24.8135 	DATA 	Left hand cued
24.8268 	DATA 	Left hand cued
24.8469 	DATA 	Left hand cued
24.8603 	DATA 	Left hand cued
24.8802 	DATA 	Left hand cued
24.8932 	DATA 	Left hand cued
24.9134 	DATA 	Left hand cued
24.9270 	DATA 	Left hand cued
24.9468 	DATA 	Left hand cued
24.9612 	DATA 	Left hand cued
24.9783 	DATA 	Left hand cued
24.9975 	DATA 	Left hand cued
25.0106 	DATA 	Left hand cued
25.0305 	DATA 	Left hand cued
25.0434 	DATA 	Left hand cued
25.0604 	DATA 	Left hand cued
25.0771 	DATA 	Left hand cued
25.0970 	DATA 	Left hand cued
25.1105 	DATA 	Left hand cued
25.1305 	DATA 	Left hand cued
25.1438 	DATA 	Left hand cued
25.1638 	DATA 	Left hand cued
25.1771 	DATA 	Left hand cued
25.1938 	DATA 	Left hand cued
25.2105 	DATA 	Left hand cued
25.2305 	DATA 	Left hand cued
25.2443 	DATA 	Left hand cued
25.2645 	DATA 	Left hand cued
25.2769 	DATA 	Left hand cued
25.2970 	DATA 	Left hand cued
25.3103 	DATA 	Left hand cued
25.3303 	DATA 	Left hand cued
25.3432 	DATA 	Left hand cued
25.3636 	DATA 	Left hand cued
25.3770 	DATA 	Left hand cued
25.3967 	DATA 	Left hand cued
25.4102 	DATA 	Left hand cued
25.4302 	DATA 	Left hand cued
25.4435 	DATA 	Left hand cued
25.4636 	DATA 	Left hand cued
25.4770 	DATA 	Left hand cued
25.4967 	DATA 	Left hand cued
25.5103 	DATA 	Left hand cued
25.5302 	DATA 	Left hand cued
25.5436 	DATA 	Left hand cued
25.5636 	DATA 	Left hand cued
25.5770 	DATA 	Left hand cued
25.5967 	DATA 	Left hand cued
25.6098 	DATA 	Left hand cued
25.6302 	DATA 	Left hand cued
25.6436 	DATA 	Left hand cued
25.6636 	DATA 	Left hand cued
25.6772 	DATA 	Left hand cued
25.6967 	DATA 	Left hand cued
25.7103 	DATA 	Left hand cued
25.7303 	DATA 	Left hand cued
25.7433 	DATA 	Left hand cued
25.7635 	DATA 	Left hand cued
25.7770 	DATA 	Left hand cued
25.7967 	DATA 	Left hand cued
25.8103 	DATA 	Left hand cued
25.8301 	DATA 	Left hand cued
25.8431 	DATA 	Left hand cued
25.8634 	DATA 	Left hand cued
25.8770 	DATA 	Left hand cued
25.8969 	DATA 	Left hand cued
25.9142 	DATA 	Left hand cued
25.9300 	DATA 	Left hand cued
25.9433 	DATA 	Left hand cued
25.9637 	DATA 	Left hand cued
25.9771 	DATA 	Left hand cued
25.9969 	DATA 	Left hand cued
26.0104 	DATA 	Left hand cued
26.0300 	DATA 	Left hand cued
26.0435 	DATA 	Left hand cued
26.0636 	DATA 	Left hand cued
26.0770 	DATA 	Left hand cued
26.0968 	DATA 	Left hand cued
26.1103 	DATA 	Left hand cued
26.1302 	DATA 	Left hand cued
26.1434 	DATA 	Left hand cued
26.1636 	DATA 	Left hand cued
26.1766 	DATA 	Left hand cued
26.1967 	DATA 	Left hand cued
26.2100 	DATA 	Left hand cued
26.2303 	DATA 	Left hand cued
26.2437 	DATA 	Left hand cued
26.2643 	DATA 	Left hand cued
26.2767 	DATA 	Left hand cued
26.2968 	DATA 	Left hand cued
26.3102 	DATA 	Left hand cued
26.3300 	DATA 	Left hand cued
26.3437 	DATA 	Left hand cued
26.3635 	DATA 	Left hand cued
26.3770 	DATA 	Left hand cued
26.3969 	DATA 	Left hand cued
26.4103 	DATA 	Left hand cued
26.4303 	DATA 	Left hand cued
26.4434 	DATA 	Left hand cued
26.4635 	DATA 	Left hand cued
26.4770 	DATA 	Left hand cued
26.4971 	DATA 	Left hand cued
26.5104 	DATA 	Left hand cued
26.5303 	DATA 	Left hand cued
26.5436 	DATA 	Left hand cued
26.5635 	DATA 	Left hand cued
26.5770 	DATA 	Left hand cued
26.5967 	DATA 	Left hand cued
26.6103 	DATA 	Left hand cued
26.6303 	DATA 	Left hand cued
26.6432 	DATA 	Left hand cued
26.6635 	DATA 	Left hand cued
26.6768 	DATA 	Left hand cued
26.6970 	DATA 	Left hand cued
26.7104 	DATA 	Left hand cued
26.7301 	DATA 	Left hand cued
26.7439 	DATA 	Left hand cued
26.7634 	DATA 	Left hand cued
26.7768 	DATA 	Left hand cued
26.7969 	DATA 	Left hand cued
26.8104 	DATA 	Left hand cued
26.8301 	DATA 	Left hand cued
26.8437 	DATA 	Left hand cued
26.8633 	DATA 	Left hand cued
26.8771 	DATA 	Left hand cued
26.8966 	DATA 	Left hand cued
26.9103 	DATA 	Left hand cued
26.9303 	DATA 	Left hand cued
26.9434 	DATA 	Left hand cued
26.9637 	DATA 	Left hand cued
26.9769 	DATA 	Left hand cued
26.9946 	DATA 	Left hand cued
27.0113 	DATA 	Left hand cued
27.0273 	DATA 	Left hand cued
27.0472 	DATA 	Left hand cued
27.0605 	DATA 	Left hand cued
27.0807 	DATA 	Left hand cued
27.0938 	DATA 	Left hand cued
27.1103 	DATA 	Left hand cued
27.1271 	DATA 	Left hand cued
27.1438 	DATA 	Left hand cued
27.1602 	DATA 	Left hand cued
27.1804 	DATA 	Left hand cued
27.1938 	DATA 	Left hand cued
27.2139 	DATA 	Left hand cued
27.2268 	DATA 	Left hand cued
27.2436 	DATA 	Left hand cued
27.2603 	DATA 	Left hand cued
27.2805 	DATA 	Left hand cued
27.2938 	DATA 	Left hand cued
27.3139 	DATA 	Left hand cued
27.3271 	DATA 	Left hand cued
27.3473 	DATA 	Left hand cued
27.3604 	DATA 	Left hand cued
